Rank,Link,Title,Score,Description,Year Premiered,Episodes,Popularity,Genre,Status,Source,Rating,Aired,neg,neu,pos,compound
607.0,https://myanimelist.net/anime/51122/Ookami_to_Koushinryou__Merchant_Meets_the_Wise_Wolf,Ookami to Koushinryou: Merchant Meets the Wise Wolf,8.03,"With a cartload of fur pelts in tow, traveling merchant Kraft Lawrence stops by the village of Pasloe. According to local folklore, centuries ago, one of the villagers made a promise with the wolf deity Holo, who swore to bless Pasloe with bountiful harvests of wheat. Yet, as time passed, such stories became little more than relics of the past.After quickly finishing his business in the village, Lawrence sets out to his next destination. His journey, however, takes an unexpected turn when he discovers a nude, animal-eared girl sleeping among his pelts. Even more surprisingly, the youthful-looking woman claims to be Holo—the wolf of legend.Holo wishes to return to her hometown in the north, and though their first encounter is rocky, she convinces Lawrence to accompany her on her travels. In return, she vows to earn her keep, using her quick wits and lifetime of experience to help her newfound companion in his dealings. As they continue their journey, Lawrence and Holo take advantage of whatever economic opportunities they come across, often landing in situations that put both their business skills and their relationship to the test.[Written by MAL Rewrite]",2024.0,25,1335,"Adventure, Drama, Fantasy, Romance",Currently Airing,Light novel,PG-13 - Teens 13 or older,"Apr 2, 2024 to ?",0.008,0.9,0.092,0.9273
608.0,https://myanimelist.net/anime/44931/Tonikaku_Kawaii__SNS,Tonikaku Kawaii: SNS,8.03,"When Tsukasa Yuzaki receives a brand new smartphone as a surprise gift from her husband Nasa, she is delighted, quickly adding in contacts and mastering the arts of LINE and sticker-sending. However, her joy is short-lived: a former coworker calls in Nasa for a difficult job, and Tsukasa is dismayed to learn that her beloved might have to work through the night.Faced with her first night alone since her marriage to Nasa, will Tsukasa and her new phone be able to overcome the distance that separates the young couple and defeat the loneliness that threatens to pull her under?[Written by MAL Rewrite]",,1,1496,"Comedy, Romance",Finished Airing,Manga,PG-13 - Teens 13 or older,"Aug 18, 2021",0.134,0.736,0.13,0.1531
609.0,https://myanimelist.net/anime/4918/xxxHOLiC_Shunmuki,xxxHOLiC Shunmuki,8.03,"For the appropriate price, your dearest wish can be granted at the shop of the peculiar Yuuko. Kimihiro Watanuki wishes to be rid of his ability to see spirits, and so as payment, he works for Yuuko doing whatever she needs him to do, from cleaning to errands to even helping out Yuuko's other clients. InxxxHOLiC Shunmuki, Watanuki and his friend and rival Shizuka Doumeki enjoy a meal with their friend Kohane Tsuyuri and her grandmother, reminiscing about how they have changed since meeting each other.Later on, Watanuki has a dream in which he is visited by Doumeki's grandfather Haruka, who needs him to find some things in the family temple storeroom. Accompanied by Doumeki, he finds that this task is more akin to a treasure hunt, with each item leading them to another, and another, guiding them to an unexpected yet inevitable ending.[Written by MAL Rewrite]",,2,2618,"Comedy, Drama, Mystery, Supernatural",Finished Airing,Manga,PG-13 - Teens 13 or older,"Feb 17, 2009 to Jun 23, 2009",0.0,0.814,0.186,0.9778
610.0,https://myanimelist.net/anime/53410/Yuru_Camp△_Season_3,Yuru Camp△ Season 3,8.03,"Within the narrow walls of the Outdoor Activities Club room, the few but lively members carry on the camping spirit as they have fun with DIY club experiments. Exciting experiences such as these have brought Nadeshiko Kagamihara deep into the world of camping, making her want to once again go on a solo trip.However, other plans come first, as Ayano Toki and Rin Shima invite Nadeshiko to camp near Ooi River. Eager to go on their first journey together, the girls set off to forge precious memories that will stick with their hearts for years to come.[Written by MAL Rewrite]",2024.0,12,2454,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Apr 4, 2024 to Jun 20, 2024",0.0,0.776,0.224,0.9783
611.0,https://myanimelist.net/anime/5681/Summer_Wars,Summer Wars,8.02,"OZ, a virtual world connected to the internet, has become extremely popular worldwide as a spot for people to engage in a large variety of activities, such as playing sports or shopping, through avatars created and customized by the user. OZ also possesses a near impenetrable security due to its strong encryption, ensuring that any personal data transmitted through the networks will be kept safe in order to protect those who use it. Because of its convenient applications, the majority of society has become highly dependent on the simulated reality, even going as far as entrusting the system with bringing back the unmanned asteroid explorer, Arawashi.Kenji Koiso is a 17-year-old math genius and part-time OZ moderator who is invited by his crush Natsuki Shinohara on a summer trip. But unbeknownst to him, this adventure requires him to act as her fiancé. Shortly after arriving at Natsuki's family's estate, which is preparing for her great-grandmother's 90th birthday, he receives a strange, coded message on his cell phone from an unknown sender who challenges him to solve it. Kenji is able to crack the code, but little does he know that his math expertise has just put Earth in great danger.[Written by MAL Rewrite]",,1,429,"Award Winning, Comedy, Sci-Fi",Finished Airing,Original,PG-13 - Teens 13 or older,"Aug 1, 2009",0.017,0.849,0.135,0.964
612.0,https://myanimelist.net/anime/42640/Wan_Sheng_Jie_2,Wan Sheng Jie 2,8.02,"""Dear Mom and Dad, it's already been a year since I left home. Don't worry- I'm doing great! I can take care of myself now. And I've learned to take care of others, too. Before, I never could have imagined having so many friends. But now, I can hardly imagine living without them. I think... Here, is my second home.""It was all a lie.Suspicion. Betrayal. Conspiracy.(Source: PV)",,12,5846,"Comedy, Fantasy",Finished Airing,Web manga,PG-13 - Teens 13 or older,"Oct 14, 2020 to Dec 16, 2020",0.073,0.747,0.18,0.5475
613.0,https://myanimelist.net/anime/33161/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku_OVA,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8.02,"After accepting a weekend invitation, Hachiman Hikigaya accompanies Isshiki Iroha around the Chiba Prefecture to brainstorm ideas suitable for an ideal date with Hayato Hayama. As the duo wanders from place to place without a plan, they seemingly enjoy each other's company. Yet, through these straightforward and sincere interactions, the meaning behind what it means to be genuine continues to intrigue Hachiman and his outlook for the future of the Volunteer Service Club and its members.[Written by MAL Rewrite]",,1,979,"Comedy, Romance",Finished Airing,Light novel,PG-13 - Teens 13 or older,"Oct 27, 2016",0.0,0.86,0.14,0.8979
614.0,https://myanimelist.net/anime/4901/Black_Lagoon__Robertas_Blood_Trail,Black Lagoon: Roberta's Blood Trail,8.02,"Crime never sleeps in Roanapur, and neither does Roberta—a devoted maid and skilled guerilla soldier in service to the Venezuelan Lovelace family. After the assassination of her superior by the US Secret Service, Roberta returns to the city of debauchery in search of vengeance and his killer's head.Meanwhile, young Fernando Garcia Lovelace, the new heir to his father's estate, tails Roberta to Thailand alongside his bodyguard, Fabiola Iglesias. He enlists the help of the Lagoon Company, with the objective of deterring Roberta's warpath and bringing her back to the family. However, with the continued bloodshed and mounting tensions between Roberta, island crime factions, and the US military, it will take a significant amount of strategy—and weaponry—to stop her relentless quest for revenge.[Written by MAL Rewrite]",,5,809,,Finished Airing,Manga,R+ - Mild Nudity,"Jun 27, 2010 to Jun 22, 2011",0.128,0.807,0.065,-0.8707
615.0,https://myanimelist.net/anime/72/Full_Metal_Panic_Fumoffu,Full Metal Panic? Fumoffu,8.02,"Sergeant Sousuke Sagara returns to Jindai High School to protect the precious war asset, Kaname Chidori, from any threat. However, his lack of social skills and real-life experience result in comical yet dangerous situations, endangering the peaceful school life Kaname longs for. As Sousuke continues to bring a wide range of weapons to school as a means to solve threats—real or fake—Kaname struggles to fulfill her duty as the student council vice president all while keeping him in check.To ensure a successful mission, Sousuke is occasionally forced to use the costume of a famous amusement park mascot called Bonta-kun. With his technical expertise, he eventually transforms the exuberant uniform into a cutting-edge exoskeleton that has only one dysfunction: the voice translator can only produce the sound ""mofu.""Full Metal Panic? Fumoffudepicts the adventures of Kaname and Sousuke as they try to live their normal school lives despite the chaos they inadvertently cause.[Written by MAL Rewrite]",2003.0,12,832,"Action, Comedy",Finished Airing,Light novel,PG-13 - Teens 13 or older,"Aug 26, 2003 to Nov 18, 2003",0.142,0.675,0.183,0.784
616.0,https://myanimelist.net/anime/589/Ginga_Nagareboshi_Gin,Ginga Nagareboshi Gin,8.02,"Having been born a brindle (""Tora-ge"" or tiger striped) Akita, Gin (""Silver"", named after his fur color) is destined to become a successful bear-hunting dog. However, when he witnesses his father's death at the hands of the man-eating demon bear Akakabuto, he is chosen above his siblings to become his father's successor and defeat the monstrous bear that terrorizes his home village. As Akakabuto gathers his own allies, Gin must travel across Japan in search of dogs to join him in an all out war of dog vs. bear.",1986.0,21,4281,"Action, Adventure, Drama",Finished Airing,Manga,PG-13 - Teens 13 or older,"Apr 7, 1986 to Aug 22, 1986",0.145,0.778,0.077,-0.8402
617.0,https://myanimelist.net/anime/27989/Hibike_Euphonium,Hibike! Euphonium,8.02,"Now that Kumiko Oumae has enrolled in Kitauji High School, she hopes to forget about her past. Despite her desire for a fresh start, she gets dragged into the school's band club by her new friends—Sapphire Kawashima and Hazuki Katou—and is once again stuck playing the euphonium.As the band currently stands, they won't be able to participate in the local festival, Sunfest, let alone compete at a national level. The band's new advisor, Noboru Taki, gives them a choice: they can relax and have fun, or practice hard and attempt to get into nationals. Not wanting to repeat her mistakes from middle school, Kumiko is doubtful as to whether they should try for nationals. Amidst the chaos, she learns that her old bandmate, Reina Kousaka (who she had a bitter relationship with) has joined Kitauji's band club. Under the pressure of Noboru's strict training, Kumiko and her bandmates must learn to overcome their struggles and find success together.[Written by MAL Rewrite]",2015.0,13,486,,Finished Airing,Novel,PG-13 - Teens 13 or older,"Apr 8, 2015 to Jul 1, 2015",0.145,0.747,0.108,-0.4325
618.0,https://myanimelist.net/anime/50631/Komi-san_wa_Comyushou_desu_2nd_Season,"Komi-san wa, Comyushou desu. 2nd Season",8.02,"After an exciting and momentous cultural festival, Shouko Komi continues her endeavor to make one hundred friends alongside her friend and classmate Hitohito Tadano. As winter begins, the class is joined by the seemingly delinquent student Makoto Katai, who has been absent since the first week of school. Despite his intimidating appearance, Katai has difficulty communicating with others and just wants to befriend his classmates.As new friendships form and current ones deepen, Komi and Tadano’s relationship begins to change—though not necessarily for the worse.[Written by MAL Rewrite]",2022.0,12,465,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Apr 7, 2022 to Jun 23, 2022",0.024,0.799,0.177,0.9361
619.0,https://myanimelist.net/anime/34626/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2__Kono_Subarashii_Geijutsu_ni_Shukufuku_wo,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.02,"On one noteworthy day in the Adventurer's Guild, Kazuma Satou encounters someone unexpected—a fan of his named Ran. Surprised that he even has a fan, Kazuma attempts to play it cool to impress her. Unfortunately for him, the guild's receptionist arrives with a request to defeat a giant golem guarding some ancient ruins, and Kazuma accepts only to keep Ran's admiration.Upon Kazuma and his party's successful return from the ruins, Kazuma continues to shamelessly brag to Ran. Capitalizing on his desperation, the receptionist approaches him with another quest that requires him to return to the same ruins. Hoping to find valuable treasures, Kazuma once again convinces his party to join him—but this time, he may be biting off more than he can chew.[Written by MAL Rewrite]",,1,632,"Adventure, Comedy, Fantasy",Finished Airing,Light novel,PG-13 - Teens 13 or older,"Jul 24, 2017",0.124,0.65,0.226,0.9186
620.0,https://myanimelist.net/anime/153/Juuni_Kokuki,Juuni Kokuki,8.01,"Youko Nakajima has only ever wanted to be normal. She does what she is asked, gets good grades, is the class president, and even helps her classmates whenever she can—but because of her red hair, she has never fit in. With her pushover attitude, Youko lets classmates take advantage of her, so she has nobody she can really call a friend.But on an otherwise ordinary day, a man who claims to be from another world barges into Youko's classroom and bows before her. This elegant blond-haired man, Keiki, claims that Youko is his master and belongs on the throne of his kingdom. However, their first meeting is cut short as Keiki has been followed by otherworldly beasts called youma. He is able to escape with Youko into his own realm, but two other classmates—Ikuya Asano and Yuka Sugimoto—are caught up in the madness as well. Unfortunately, their troubles have only just begun, as the youma attack leaves them separated from Keiki. Alone in this strange new land, these ordinary students must learn to fend for themselves or die.[Written by MAL Rewrite]",2002.0,45,1523,"Action, Adventure, Fantasy",Finished Airing,Novel,PG-13 - Teens 13 or older,"Apr 9, 2002 to Aug 30, 2003",0.115,0.828,0.057,-0.9274
621.0,https://myanimelist.net/anime/3783/Kara_no_Kyoukai_Movie_3__Tsuukaku_Zanryuu,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,8.01,"On a solemn night in July 1998, teenager Fujino Asagami is mercilessly raped by a street gang in a dilapidated bar. No matter what physical or sexual abuse they deal, however, the girl regards her captors with the same apathetic expression. The next day, mangled bodies are discovered in that same building, so torn apart that investigators find it infeasible to even consider the culprit human.Elsewhere, a client request reaches Touko Aozaki's detective agency, tasking Shiki Ryougi with either capturing or killing the perpetrator of last night's incident. But soon, word spreads that a single survivor escaped the slaughter, and now the murderer is plowing down everything in their path to locate and exterminate him. A brutal race against time begins, pitting Shiki against a dangerous foe imperceptible even to her legendary eyes.[Written by MAL Rewrite]",,1,1074,"Action, Drama, Mystery, Supernatural, Suspense",Finished Airing,Light novel,R+ - Mild Nudity,"Feb 9, 2008",0.234,0.732,0.035,-0.9849
622.0,https://myanimelist.net/anime/6045/Kimi_ni_Todoke,Kimi ni Todoke,8.01,"Known for her semblance to the Sadako character ofThe Ringseries, Sawako Kuronuma is given the nickname ""Sadako"" and misunderstood to be frightening and malicious like her fictional counterpart, despite having a timid and sweet nature. Longing to make friends and live a normal life, Sawako is naturally drawn to the cheerful and friendly Shouta Kazehaya, the most popular boy in her class. From their first meeting, Sawako has admired Kazehaya's ability to be the center of attention and aspires to be like him.When Kazehaya organizes a test of courage for the entire class and encourages her to attend, Sawako sees this as an opportunity to get along with her classmates, starting with Ayane Yano and Chizuru Yoshida. Through each new encounter and emotion she experiences, Sawako believes that meeting Kazehaya has changed her for the better. Little does Sawako know, her presence has also changed Kazehaya.[Written by MAL Rewrite]",2009.0,25,165,"Drama, Romance",Finished Airing,Manga,PG-13 - Teens 13 or older,"Oct 7, 2009 to Mar 31, 2010",0.038,0.734,0.228,0.9853
623.0,https://myanimelist.net/anime/14513/Magi__The_Labyrinth_of_Magic,Magi: The Labyrinth of Magic,8.01,"A Magi is a magician whose inclination toward magic is so immense that they can be said to shape the world. With their significant influence, each Magi chooses a worthy candidate to become a king, then helps them conquer strange labyrinths called ""Dungeons"" and acquire the power of mythical djinns within. Above all else, the Magi supervises their elected representative as they build a country that might one day bring the world to its knees.Aladdin is a young Magi wandering the world in search of his true self. However, his journey is not a lonely one, as he is accompanied by his friend and mentor Ugo—a djinn he summons using his flute. In his travels, Aladdin also befriends Alibaba Saluja and guides him to a nearby Dungeon. With this newfound friendship, they begin an epic adventure across the world, witnessing various irregularities that seem more frequent than ever.[Written by MAL Rewrite]",2012.0,25,147,"Action, Adventure, Fantasy",Finished Airing,Manga,PG-13 - Teens 13 or older,"Oct 7, 2012 to Mar 31, 2013",0.012,0.857,0.132,0.9502
624.0,https://myanimelist.net/anime/9204/Omae_Umasou_da_na,Omae Umasou da na,8.01,"By a twist of fate, a herbivorous dinosaur finds a lost egg and brings it back to her nest. When the egg hatches, however, a carnivorous dinosaur emerges. Unable to abandon the child, she names him ""Heart"" and raises him in exile alongside her own child. As Heart comes of age, he struggles to eat the same food as his family and runs away in disgrace when he learns that he cannot live properly without meat.Years later, the now feared predator Heart encounters a situation similar to his past—he spots a dinosaur egg opposite his kind. As it emerges, Heart remarks that the newborn is delicious-looking. The newborn herbivore thinks that Heart is his father and takes delicious-looking, or ""Umasou,"" as his name. Unable to eat a newborn who loves him, Heart reluctantly decides to raise Umasou as his own. As he nurtures a forbidden child like his mother before him, Heart struggles to deal with an unforgiving world and the true natures of predator and prey.[Written by MAL Rewrite]",,1,4889,"Action, Adventure, Fantasy",Finished Airing,Picture book,G - All Ages,"Oct 16, 2010",0.112,0.805,0.083,-0.5423
625.0,https://myanimelist.net/anime/44235/Pui_Pui_Molcar,Pui Pui Molcar,8.01,"Due to an adorable evolutionary miracle, guinea pigs have become furry automobiles known as ""Molcars."" Now, drivers can enjoy the fluffy interior of their vehicles while fulfilling their every transportation need. However,  Molcars are not simply lettuce-fueled machines; they are also sentient creatures with their own worries and desires. Whether in their drivers' presence or among each other, these motorized rodents are swept up into many wild and eventful situations—the likes of which only a Molcar could wind up in.[Written by MAL Rewrite]",2021.0,12,5246,,Finished Airing,Other,G - All Ages,"Jan 5, 2021 to Mar 23, 2021",0.03,0.83,0.14,0.8807
626.0,https://myanimelist.net/anime/1914/Saiunkoku_Monogatari_2nd_Season,Saiunkoku Monogatari 2nd Season,8.01,"Shuurei Kou and her friend Eigetsu To, a boy prodigy of humble origins, have been appointed co-governors of the Sa province, one of the eight provinces in Saiunkoku. Together, they decide to make the province an academic research center in the hopes of bringing a long overdue prosperity to the region.However, while Shuurei goes to the capital to obtain approvals for the ambitious project, the Sa province's recently established tranquility is threatened by a pandemic that brings both death and turmoil as it begins to spread among the people. Counting on Eigetsu to monitor the situation until her return, Shuurei seeks support from her allies to find a suitable treatment. Yet, Eigetsu's past personal conflicts distract him, providing an opportunity for opponents of Shuurei's position to take advantage of the troubles and undermine her authority.Becoming a government official has been Shuurei's lifelong dream, but it is no easy task for the first woman undertaking such a position. Will she step up and overcome this great challenge or give in to the looming adversities?[Written by MAL Rewrite]",2007.0,39,3512,"Adventure, Fantasy, Romance",Finished Airing,Light novel,PG-13 - Teens 13 or older,"Apr 7, 2007 to Mar 8, 2008",0.091,0.771,0.138,0.8768
627.0,https://myanimelist.net/anime/49782/Shadows_House_2nd_Season,Shadows House 2nd Season,8.01,"After the resolution of the debut, Kate and her Doll Emilico have officially become residents of the Shadows House. However, they are under constant vigilance by the Star Bearers—an elite group in charge of the children's wing. In order to escape from their surveillance and the morbid methods they use to keep everyone's loyalty in check, Kate and Emilico must be wary of who to trust and aim to become Star Bearers themselves.Meanwhile, the Star Bearers have encountered their own problems. A mysterious robed figure dubbed ""Master Robe"" has trespassed and roams around the children's wing. At first, Master Robe is deemed harmless, but more incidents start occurring that endanger the Dolls' lives—all of them pointing to the suspicious individual.To improve her reputation, Kate decides to solve the mystery herself. Yet, with so few clues and so many suspects, searching for Master Robe and their motive for attacking the mansion proves more challenging than she imagined.[Written by MAL Rewrite]",2022.0,12,1828,"Fantasy, Mystery",Finished Airing,Manga,PG-13 - Teens 13 or older,"Jul 9, 2022 to Sep 24, 2022",0.08,0.831,0.089,-0.0844
628.0,https://myanimelist.net/anime/42923/SK∞,SK∞,8.01,"High school student Reki Kyan is passionate about one thing: skateboarding. When night falls, he heads to ""S,"" an illegal underground race inside a mine where skaters compete in highly dangerous situations. After a loss that results in his skateboard being destroyed and his arm being broken, Reki is now incapable of practicing at all.While working, Reki runs into his new classmate, Langa Hasegawa, a half-Canadian and half-Japanese boy with no skateboarding experience whatsoever. Langa is in desperate need of money. After they both visit ""S"" when tasked by Reki's boss, they get into trouble and are forced into a bet that requires Langa to skate in a race. However, the mysterious transfer student holds a trump card that Reki is unaware of, one which might help him win the race in the most unexpected way.[Written by MAL Rewrite]",2021.0,12,391,,Finished Airing,Original,PG-13 - Teens 13 or older,"Jan 10, 2021 to Apr 4, 2021",0.19,0.748,0.062,-0.9538
629.0,https://myanimelist.net/anime/535/Slayers_Next,Slayers Next,8.01,"In the kingdom of Xoana, Lina Inverse and Gourry Gabriev unexpectedly come across their old companions, Zelgadis Graywords and Princess Ameilia Wil Tesla Saillune. Upon their reunion, the friends end up easily foiling the King of Xoana and his daughter's dastardly plans of world conquest.Soon after, it is revealed that Zelgadis is in search of the world's most valuable magical tome, the Claire Bible, hoping to discover a method to recover his human body among the many secrets sheltered within it. Despite his protests, the rest of the group decides to join in the quest after hearing of his mission. However, just when they were wondering where to start looking for the legendary book, they stumble upon a mysterious priest by the name of Xellos, who claims that he may be of some help in their pursuit.[Written by MAL Rewrite]",1996.0,26,2617,"Action, Adventure, Comedy, Fantasy",Finished Airing,Light novel,PG-13 - Teens 13 or older,"Apr 5, 1996 to Sep 27, 1996",0.0,0.878,0.122,0.9456
630.0,https://myanimelist.net/anime/16049/Toaru_Kagaku_no_Railgun_S,Toaru Kagaku no Railgun S,8.01,"Mikoto Misaka and her friends are back, investigating rumors across Academy City. Soon, Mikoto discovers something terrifying: horrific experiments are taking place throughout the city, involving the murder of thousands of espers. Moreover, these espers are far from just ordinary people: they are clones of Mikoto herself. Feeling responsible for their treatment, she sets off to put an end to the experiments; however, the forces opposing her are much more dangerous than she anticipated, and Mikoto finds herself up against some of the most powerful espers imaginable.Toaru Kagaku no Railgun Scontinues the story of the Railgun as she desperately fights to put an end to the inhuman experiments that she believes she helped cause, her life dragged deep into despair in the process. There's never a dull moment in Academy City, but no one ever said all of them would be pleasant.[Written by MAL Rewrite]",2013.0,24,603,"Action, Fantasy, Sci-Fi",Finished Airing,Manga,R - 17+ (violence & profanity),"Apr 12, 2013 to Sep 27, 2013",0.132,0.814,0.054,-0.8826
631.0,https://myanimelist.net/anime/49587/Wan_Sheng_Jie_3,Wan Sheng Jie 3,8.01,Third season ofWan Sheng Jie.,,12,6970,"Comedy, Fantasy",Finished Airing,Web manga,PG-13 - Teens 13 or older,"Jan 26, 2022 to Apr 6, 2022",0.0,1.0,0.0,0.0
632.0,https://myanimelist.net/anime/27663/Baby_Steps_2nd_Season,Baby Steps 2nd Season,8.01,"After having decided to play tennis at the professional level, Eiichirou Maruo now needs to convince his parents to support his decision. To do so, he makes a wager: if he cannot win the All-Japan Junior Tennis Tournament, he will give up on his dream. However, he will need to improve his skills quickly if he wants to qualify for the tournament and have any chance of defeating the best players in the country. For this reason, his new coach Ryuuhei Aoi suggests that Eiichirou travel abroad to train at the Florida Tennis Academy.Baby Steps 2nd Seasontakes the action to America as Eiichirou begins his two-week training program, getting a taste of what tennis is like outside of Japan. With this exciting experience awaiting him, Eiichirou hopes that his training will get him closer to his goal of becoming a professional player.[Written by MAL Rewrite]",2015.0,25,2251,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Apr 5, 2015 to Sep 20, 2015",0.035,0.798,0.167,0.9616
633.0,https://myanimelist.net/anime/37870/BanG_Dream_3rd_Season,BanG Dream! 3rd Season,8.01,"As the all-girl band Poppin’Party continues to rise in fame, they find a poster for an event at the legendary Nippon Budoukan. Now determined to participate in the ""BanG Dream,"" Kasumi Toyama and the other members of Poppin’Party aim to reach new heights and prove their worth by performing on that renowned stage.Meanwhile, rival band RAISE A SUILEN dreams of changing the world with ""the strongest music,"" but finds itself in dire straits without a guitarist. Though dozens of potential candidates audition for the role, band leader CHU² believes them to be amateurs and unsuitable for the band. However, there may be one guitarist that lives up to CHU²’s high standards.BanG Dream! 3rd Seasonfeatures multiple all-girl bands, including Poppin’Party, Afterglow, Pastel*Palettes, Roselia, Hello Happy World!, and now RAISE A SUILEN, as they work to astound fans throughout Japan with their spectacular performances. As the BanG Dream competition draws near, the band members are prepared to captivate audiences with their heartfelt music![Written by MAL Rewrite]",2020.0,13,3700,,Finished Airing,Mixed media,PG-13 - Teens 13 or older,"Jan 23, 2020 to Apr 23, 2020",0.022,0.805,0.173,0.9736
634.0,https://myanimelist.net/anime/48585/Black_Clover__Mahou_Tei_no_Ken,Black Clover: Mahou Tei no Ken,8.01,"As a lionhearted boy who can’t wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom.(Source: Netflix)",,1,1099,"Action, Comedy, Fantasy",Finished Airing,Manga,PG-13 - Teens 13 or older,"Jun 16, 2023",0.058,0.942,0.0,-0.1531
635.0,https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season,Boku no Hero Academia 3rd Season,8.01,"As summer arrives for the students at UA Academy, each of these superheroes-in-training puts in their best efforts to become renowned heroes. They head off to a forest training camp run by UA's pro heroes, where the students face one another in battle and go through dangerous tests, improving their abilities and pushing past their limits. However, their school trip is suddenly turned upside down when the League of Villains arrives, invading the camp with a mission to capture one of the students.Boku no Hero Academia 3rd Seasonfollows Izuku ""Deku"" Midoriya, an ambitious student training to achieve his dream of becoming a hero similar to his role model—All Might. Being one of the students caught up amidst the chaos of the villain attack, Deku must take a stand with his classmates and fight for their survival.[Written by MAL Rewrite]",2018.0,25,26,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Apr 7, 2018 to Sep 29, 2018",0.148,0.689,0.163,0.3818
636.0,https://myanimelist.net/anime/1482/DGray-man,D.Gray-man,8.01,"Losing a loved one is so painful that one may sometimes wish to be able to resurrect them—a weakness that the enigmatic Millennium Earl exploits. To make his mechanical weapons known as ""Akuma,"" he uses the souls of the dead that are called back. Once a soul is placed in an Akuma, it is trapped forever, and the only way to save them is to exorcise them from their vessel using the Anti-Akuma weapon, ""Innocence.""After spending three years as the disciple of General Cross, Allen Walker is sent to the Black Order—an organization comprised of those willing to fight Akuma and the Millennium Earl—to become an official Exorcist. With an arm as his Innocence and a cursed eye that can see the suffering souls within an Akuma, it's up to Allen and his fellow Exorcists to stop the Millennium Earl's ultimate plot: one that can lead to the destruction of the world.[Written by MAL Rewrite]",2006.0,103,294,"Action, Adventure, Fantasy",Finished Airing,Manga,PG-13 - Teens 13 or older,"Oct 3, 2006 to Sep 30, 2008",0.195,0.738,0.067,-0.9703
637.0,https://myanimelist.net/anime/2759/Evangelion_Movie_1__Jo,Evangelion Movie 1: Jo,8.0,"In a post-apocalyptic world, the last remaining human settlement in Japan is the heavily fortified city of Tokyo-3. Fourteen-year-old Shinji Ikari is brought to the headquarters of NERV, an underground organization lead by his estranged father, Gendou. He requests that Shinji become a pilot of an ""Evangelion,"" a colossal android built to fight against monstrous and destructive alien creatures known as ""Angels"" that wreak havoc on the planet and threaten the survival of the remaining human race.Although initially reluctant, Shinji is swayed by the idea of reconciling with his father, and agrees to aid in mankind's perilous endeavor against its alien threat, as the pilot of Evangelion Unit-01. Thrust into the midst of a dangerous battlefield, Shinji must find the necessary courage and resolve to face against the Angels' incursions before it is too late.[Written by MAL Rewrite]",,1,389,"Action, Award Winning, Drama, Sci-Fi, Suspense",Finished Airing,Original,R+ - Mild Nudity,"Sep 1, 2007",0.156,0.795,0.049,-0.9485
638.0,https://myanimelist.net/anime/6421/Fullmetal_Alchemist__Brotherhood_Specials,Fullmetal Alchemist: Brotherhood Specials,8.0,"Amazing secrets and startling facts are exposed for the first time in the Fullmetal Alchemist: Brotherhood OVA Collection, a new assortment of stories set in never-before-seen corners of the FMA universe. Join Ed and Al as they chase rumors of successful human transmutation into a web of shocking family drama and lies. Sneak a glance at hidden sides of Winry and Hawkeye's personalities. Survive the frigid north with a young Izumi Curtis as she fights to gain a deeper understanding of alchemy. Explore the legendary friendship shared by Mustang and Hughes and watch them grow from military school rivals into hardened brothers transformed by the horrors of the Ishvalan War. You thought you knew the whole story. You thought all the tales were told. The Fullmetal Alchemist: Brotherhood OVA Collection offers proof: You were wrong.(Source: FUNimation)",,4,1485,"Action, Adventure, Drama, Fantasy",Finished Airing,Manga,PG-13 - Teens 13 or older,"Aug 26, 2009 to Aug 25, 2010",0.11,0.762,0.128,0.4019
639.0,https://myanimelist.net/anime/7054/Kaichou_wa_Maid-sama,Kaichou wa Maid-sama!,8.0,"Misaki Ayuzawa is a unique phenomenon within Seika High School. In a predominantly male institution, she became the first-ever female student council president through her honesty and diligence. Ever since Misaki got promoted to the position, she has been working tirelessly to ensure a better school life for all girls. Despite that, Misaki is very strict with the boys, which has earned her the title ""Demon President.""One day, after hearing a girl cry in the hallway, Misaki encounters Takumi Usui—the most popular boy in the school—as he rejects a love confession. Enraged at what she is seeing, Misaki reprimands him for making the girl cry. However, Usui is indifferent and brushes it off as nothing.Unexpectedly, Misaki soon runs into Usui again, but this time when she is working at a maid cafe! Embarrassed that someone has found out about her secret occupation, Misaki promises herself not to let Usui destroy her reputation. However, the mysterious boy now begins to visit the same cafe regularly to observe and tease Misaki. When push comes to shove, will Usui still be able to keep the president's secret?[Written by MAL Rewrite]",2010.0,26,107,"Comedy, Romance",Finished Airing,Manga,PG-13 - Teens 13 or older,"Apr 2, 2010 to Sep 24, 2010",0.102,0.82,0.078,-0.7092
